id,star_annotation,gene_id,drug_id,allele,phenotype,reference_id,P-value,source,id_in_source,region,Country_of_Participants
STAR31,CYP2C9*6,PHARGENE25,DRUG28,*1/*6,CYP2C9 *1/*6 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.,REF144,0.01,PharmGKB,1134049001,Sub-Saharan African,Benin
STAR32,CYP2C9*1,PHARGENE25,DRUG28,*1/*11,CYP2C9 *1/*11 is not associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.,REF144,0.01,PharmGKB,1134807206,Sub-Saharan African,Benin
STAR33,CYP2C9*11,PHARGENE25,DRUG28,*1/*11,CYP2C9 *1/*11 is not associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.,REF144,0.01,PharmGKB,1134807206,Sub-Saharan African,Benin
STAR35,CYP2C9*1,PHARGENE25,DRUG28,*1/*5 + *5/*6,CYP2C9 *1/*5 + *5/*6 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.,REF144,0.01,PharmGKB,1133417241,Sub-Saharan African,Benin
STAR36,CYP2C9*5,PHARGENE25,DRUG28,*1/*5 + *5/*6,CYP2C9 *1/*5 + *5/*6 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.,REF144,0.01,PharmGKB,1133417241,Sub-Saharan African,Benin
STAR37,CYP2C9*6,PHARGENE25,DRUG28,*1/*5 + *5/*6,CYP2C9 *1/*5 + *5/*6 is associated with decreased metabolism of losartan in healthy individuals as compared to CYP2C9 *1/*1.,REF144,0.01,PharmGKB,1133417241,Sub-Saharan African,Benin
STAR40,CYP2C9*1,PHARGENE25,DRUG1,*2 + *6 + *5 + *11,CYP2C9 *2 + *6 + *5 + *11 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF113,0.001,PharmGKB,1184510263,Sub-Saharan African,Sudan
STAR41,CYP2C9*11,PHARGENE25,DRUG1,*2 + *6 + *5 + *11,CYP2C9 *2 + *6 + *5 + *11 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF113,0.001,PharmGKB,1184510263,Sub-Saharan African,Sudan
STAR42,CYP2C9*2,PHARGENE25,DRUG1,*2 + *6 + *5 + *11,CYP2C9 *2 + *6 + *5 + *11 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF113,0.001,PharmGKB,1184510263,Sub-Saharan African,Sudan
STAR43,CYP2C9*5,PHARGENE25,DRUG1,*2 + *6 + *5 + *11,CYP2C9 *2 + *6 + *5 + *11 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF113,0.001,PharmGKB,1184510263,Sub-Saharan African,Sudan
STAR44,CYP2C9*6,PHARGENE25,DRUG1,*2 + *6 + *5 + *11,CYP2C9 *2 + *6 + *5 + *11 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF113,0.001,PharmGKB,1184510263,Sub-Saharan African,Sudan
STAR68,CYP2C9*1,PHARGENE25,DRUG1,*2 + *6 + *5 + *11,CYP2C9 *2 + *6 + *5 + *11 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1 + *1/*8 + *1/*9 + *9/*9.,REF113,< 0.001,PharmGKB,1184510278,Sub-Saharan African,Sudan
STAR69,CYP2C9*11,PHARGENE25,DRUG1,*2 + *6 + *5 + *11,CYP2C9 *2 + *6 + *5 + *11 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1 + *1/*8 + *1/*9 + *9/*9.,REF113,< 0.001,PharmGKB,1184510278,Sub-Saharan African,Sudan
STAR70,CYP2C9*2,PHARGENE25,DRUG1,*2 + *6 + *5 + *11,CYP2C9 *2 + *6 + *5 + *11 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1 + *1/*8 + *1/*9 + *9/*9.,REF113,< 0.001,PharmGKB,1184510278,Sub-Saharan African,Sudan
STAR71,CYP2C9*5,PHARGENE25,DRUG1,*2 + *6 + *5 + *11,CYP2C9 *2 + *6 + *5 + *11 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1 + *1/*8 + *1/*9 + *9/*9.,REF113,< 0.001,PharmGKB,1184510278,Sub-Saharan African,Sudan
STAR72,CYP2C9*6,PHARGENE25,DRUG1,*2 + *6 + *5 + *11,CYP2C9 *2 + *6 + *5 + *11 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1 + *1/*8 + *1/*9 + *9/*9.,REF113,< 0.001,PharmGKB,1184510278,Sub-Saharan African,Sudan
STAR73,CYP2C9*8,PHARGENE25,DRUG1,*2 + *6 + *5 + *11,CYP2C9 *2 + *6 + *5 + *11 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1 + *1/*8 + *1/*9 + *9/*9.,REF113,< 0.001,PharmGKB,1184510278,Sub-Saharan African,Sudan
STAR74,CYP2C9*9,PHARGENE25,DRUG1,*2 + *6 + *5 + *11,CYP2C9 *2 + *6 + *5 + *11 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1 + *1/*8 + *1/*9 + *9/*9.,REF113,< 0.001,PharmGKB,1184510278,Sub-Saharan African,Sudan
STAR53,CYP2C9*1,PHARGENE25,DRUG1,*11 + *2 + *3 + *5 + *6,CYP2C9 *11 + *2 + *3 + *5 + *6 is associated with decreased dose of warfarin as compared to CYP2C9 *1.,REF108,ambiguous,PharmGKB,1183701419,African American/Afro-Caribbean,USA
STAR54,CYP2C9*10,PHARGENE25,DRUG1,*11 + *2 + *3 + *5 + *6,CYP2C9 *11 + *2 + *3 + *5 + *6 is associated with decreased dose of warfarin as compared to CYP2C9 *1.,REF108,ambiguous,PharmGKB,1183701419,African American/Afro-Caribbean,USA
STAR55,CYP2C9*11,PHARGENE25,DRUG1,*11 + *2 + *3 + *5 + *6,CYP2C9 *11 + *2 + *3 + *5 + *6 is associated with decreased dose of warfarin as compared to CYP2C9 *1.,REF108,ambiguous,PharmGKB,1183701419,African American/Afro-Caribbean,USA
STAR56,CYP2C9*2,PHARGENE25,DRUG1,*11 + *2 + *3 + *5 + *6,CYP2C9 *11 + *2 + *3 + *5 + *6 is associated with decreased dose of warfarin as compared to CYP2C9 *1.,REF108,ambiguous,PharmGKB,1183701419,African American/Afro-Caribbean,USA
STAR57,CYP2C9*3,PHARGENE25,DRUG1,*11 + *2 + *3 + *5 + *6,CYP2C9 *11 + *2 + *3 + *5 + *6 is associated with decreased dose of warfarin as compared to CYP2C9 *1.,REF108,ambiguous,PharmGKB,1183701419,African American/Afro-Caribbean,USA
STAR58,CYP2C9*5,PHARGENE25,DRUG1,*11 + *2 + *3 + *5 + *6,CYP2C9 *11 + *2 + *3 + *5 + *6 is associated with decreased dose of warfarin as compared to CYP2C9 *1.,REF108,ambiguous,PharmGKB,1183701419,African American/Afro-Caribbean,USA
STAR59,CYP2C9*6,PHARGENE25,DRUG1,*11 + *2 + *3 + *5 + *6,CYP2C9 *11 + *2 + *3 + *5 + *6 is associated with decreased dose of warfarin as compared to CYP2C9 *1.,REF108,ambiguous,PharmGKB,1183701419,African American/Afro-Caribbean,USA
STAR60,CYP2C9*6,PHARGENE25,DRUG1,*6/*6,CYP2C9 *6/*6 is associated with decreased dose of warfarin.,REF4,,PharmGKB,1183701586,African American/Afro-Caribbean,USA
STAR61,CYP2C9*1,PHARGENE25,DRUG1,*8/*8,CYP2C9 *8/*8 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF60,,PharmGKB,1183700910,African American/Afro-Caribbean,USA
STAR62,CYP2C9*8,PHARGENE25,DRUG1,*8/*8,CYP2C9 *8/*8 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF60,,PharmGKB,1183700910,African American/Afro-Caribbean,USA
STAR131,CYP2C9*1,PHARGENE25,DRUG1,*5 + *6 + *11,CYP2C9 *5 + *6 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF128,ambiguous,PharmGKB,1445296737,African American/Afro-Caribbean,USA
STAR132,CYP2C9*11,PHARGENE25,DRUG1,*5 + *6 + *11,CYP2C9 *5 + *6 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF128,ambiguous,PharmGKB,1445296737,African American/Afro-Caribbean,USA
STAR133,CYP2C9*5,PHARGENE25,DRUG1,*5 + *6 + *11,CYP2C9 *5 + *6 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF128,ambiguous,PharmGKB,1445296737,African American/Afro-Caribbean,USA
STAR134,CYP2C9*6,PHARGENE25,DRUG1,*5 + *6 + *11,CYP2C9 *5 + *6 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF128,ambiguous,PharmGKB,1445296737,African American/Afro-Caribbean,USA
STAR137,CYP2C9*1,PHARGENE25,DRUG1,*1/*2 + *2/*2,CYP2C9 *1/*2 + *2/*2 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF128,ambiguous,PharmGKB,1445296627,African American/Afro-Caribbean,USA
STAR138,CYP2C9*2,PHARGENE25,DRUG1,*1/*2 + *2/*2,CYP2C9 *1/*2 + *2/*2 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF128,ambiguous,PharmGKB,1445296627,African American/Afro-Caribbean,USA
STAR139,CYP2C9*1,PHARGENE25,DRUG1,*1/*3 + *3/*3,CYP2C9 *1/*3 + *3/*3 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF128,ambiguous,PharmGKB,1445296671,African American/Afro-Caribbean,USA
STAR140,CYP2C9*3,PHARGENE25,DRUG1,*1/*3 + *3/*3,CYP2C9 *1/*3 + *3/*3 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF128,ambiguous,PharmGKB,1445296671,African American/Afro-Caribbean,USA
STAR135,CYP2C9*1,PHARGENE25,DRUG1,*1/*8 + *8/*8,CYP2C9 *1/*8 + *8/*8 are associated with decreased clearance of warfarin as compared to CYP2C9 *1/*1.,REF74,< 0.01,PharmGKB,1444695840,African American/Afro-Caribbean,USA
STAR136,CYP2C9*8,PHARGENE25,DRUG1,*1/*8 + *8/*8,CYP2C9 *1/*8 + *8/*8 are associated with decreased clearance of warfarin as compared to CYP2C9 *1/*1.,REF74,< 0.01,PharmGKB,1444695840,African American/Afro-Caribbean,USA
STAR158,CYP2C9*1,PHARGENE25,DRUG1,*2 + *3 + *5 + *6 + *11,CYP2C9 *2 + *3 + *5 + *6 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF7,0.12,PharmGKB,1447519652,African American/Afro-Caribbean,USA
STAR159,CYP2C9*11,PHARGENE25,DRUG1,*2 + *3 + *5 + *6 + *11,CYP2C9 *2 + *3 + *5 + *6 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF7,0.12,PharmGKB,1447519652,African American/Afro-Caribbean,USA
STAR160,CYP2C9*2,PHARGENE25,DRUG1,*2 + *3 + *5 + *6 + *11,CYP2C9 *2 + *3 + *5 + *6 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF7,0.12,PharmGKB,1447519652,African American/Afro-Caribbean,USA
STAR161,CYP2C9*3,PHARGENE25,DRUG1,*2 + *3 + *5 + *6 + *11,CYP2C9 *2 + *3 + *5 + *6 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF7,0.12,PharmGKB,1447519652,African American/Afro-Caribbean,USA
STAR162,CYP2C9*5,PHARGENE25,DRUG1,*2 + *3 + *5 + *6 + *11,CYP2C9 *2 + *3 + *5 + *6 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF7,0.12,PharmGKB,1447519652,African American/Afro-Caribbean,USA
STAR163,CYP2C9*6,PHARGENE25,DRUG1,*2 + *3 + *5 + *6 + *11,CYP2C9 *2 + *3 + *5 + *6 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF7,0.12,PharmGKB,1447519652,African American/Afro-Caribbean,USA
STAR164,CYP2C9*1,PHARGENE25,DRUG1,*2 + *3,CYP2C9 *2 + *3 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF44,ambiguous,PharmGKB,1447520623,African American/Afro-Caribbean,USA
STAR165,CYP2C9*2,PHARGENE25,DRUG1,*2 + *3,CYP2C9 *2 + *3 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF44,ambiguous,PharmGKB,1447520623,African American/Afro-Caribbean,USA
STAR166,CYP2C9*3,PHARGENE25,DRUG1,*2 + *3,CYP2C9 *2 + *3 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF44,ambiguous,PharmGKB,1447520623,African American/Afro-Caribbean,USA
STAR183,CYP2C9*1,PHARGENE25,DRUG1,*2 + *3 + *5 + *8 + *11,CYP2C9 *2 + *3 + *5 + *8 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF149,ambiguous,PharmGKB,1448573256,African American/Afro-Caribbean,USA
STAR184,CYP2C9*11,PHARGENE25,DRUG1,*2 + *3 + *5 + *8 + *11,CYP2C9 *2 + *3 + *5 + *8 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF149,ambiguous,PharmGKB,1448573256,African American/Afro-Caribbean,USA
STAR185,CYP2C9*2,PHARGENE25,DRUG1,*2 + *3 + *5 + *8 + *11,CYP2C9 *2 + *3 + *5 + *8 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF149,ambiguous,PharmGKB,1448573256,African American/Afro-Caribbean,USA
STAR186,CYP2C9*3,PHARGENE25,DRUG1,*2 + *3 + *5 + *8 + *11,CYP2C9 *2 + *3 + *5 + *8 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF149,ambiguous,PharmGKB,1448573256,African American/Afro-Caribbean,USA
STAR187,CYP2C9*5,PHARGENE25,DRUG1,*2 + *3 + *5 + *8 + *11,CYP2C9 *2 + *3 + *5 + *8 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF149,ambiguous,PharmGKB,1448573256,African American/Afro-Caribbean,USA
STAR188,CYP2C9*8,PHARGENE25,DRUG1,*2 + *3 + *5 + *8 + *11,CYP2C9 *2 + *3 + *5 + *8 + *11 are associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.,REF149,ambiguous,PharmGKB,1448573256,African American/Afro-Caribbean,USA
STAR38,CYP2D6*1,PHARGENE26,DRUG31,*6,"CYP2D6 *6 is associated with decreased response to codeine in children with Anemia, Sickle Cell as compared to CYP2D6 *1.",REF75,< 0.05,PharmGKB,982046925,African American/Afro-Caribbean,USA
STAR39,CYP2D6*6,PHARGENE26,DRUG31,*6,"CYP2D6 *6 is associated with decreased response to codeine in children with Anemia, Sickle Cell as compared to CYP2D6 *1.",REF75,< 0.05,PharmGKB,982046925,African American/Afro-Caribbean,USA
STAR45,CYP2D6*1,PHARGENE26,DRUG31,*17,"CYP2D6 *17 is associated with decreased response to codeine in children with Anemia, Sickle Cell as compared to CYP2D6 *1.",REF75,< 0.05,PharmGKB,982046931,African American/Afro-Caribbean,USA
STAR46,CYP2D6*17,PHARGENE26,DRUG31,*17,"CYP2D6 *17 is associated with decreased response to codeine in children with Anemia, Sickle Cell as compared to CYP2D6 *1.",REF75,< 0.05,PharmGKB,982046931,African American/Afro-Caribbean,USA
STAR47,CYP2D6*1,PHARGENE26,DRUG31,*4,"CYP2D6 *4 is associated with decreased response to codeine in children with Anemia, Sickle Cell as compared to CYP2D6 *1.",REF75,< 0.05,PharmGKB,982046905,African American/Afro-Caribbean,USA
STAR48,CYP2D6*4,PHARGENE26,DRUG31,*4,"CYP2D6 *4 is associated with decreased response to codeine in children with Anemia, Sickle Cell as compared to CYP2D6 *1.",REF75,< 0.05,PharmGKB,982046905,African American/Afro-Caribbean,USA
STAR49,CYP2D6*1,PHARGENE26,DRUG31,*40,"CYP2D6 *40 is associated with decreased response to codeine in children with Anemia, Sickle Cell as compared to CYP2D6 *1.",REF75,< 0.05,PharmGKB,982046937,African American/Afro-Caribbean,USA
STAR50,CYP2D6*40,PHARGENE26,DRUG31,*40,"CYP2D6 *40 is associated with decreased response to codeine in children with Anemia, Sickle Cell as compared to CYP2D6 *1.",REF75,< 0.05,PharmGKB,982046937,African American/Afro-Caribbean,USA
STAR51,CYP2D6*1,PHARGENE26,DRUG31,*5,"CYP2D6 *5 is associated with decreased response to codeine in children with Anemia, Sickle Cell as compared to CYP2D6 *1.",REF75,< 0.05,PharmGKB,982046919,African American/Afro-Caribbean,USA
STAR52,CYP2D6*5,PHARGENE26,DRUG31,*5,"CYP2D6 *5 is associated with decreased response to codeine in children with Anemia, Sickle Cell as compared to CYP2D6 *1.",REF75,< 0.05,PharmGKB,982046919,African American/Afro-Caribbean,USA
STAR97,CYP2D6*1,PHARGENE26,DRUG31,*5/*17,"CYP2D6 *5/*17 is associated with decreased metabolism of codeine, debrisoquine, dextromethorphan or metoprolol in healthy individuals as compared to CYP2D6 *17/*17 + *1/*1.",REF49,ambiguous,PharmGKB,1184756913,Sub-Saharan African,Tanzania
STAR98,CYP2D6*17,PHARGENE26,DRUG31,*5/*17,"CYP2D6 *5/*17 is associated with decreased metabolism of codeine, debrisoquine, dextromethorphan or metoprolol in healthy individuals as compared to CYP2D6 *17/*17 + *1/*1.",REF49,ambiguous,PharmGKB,1184756913,Sub-Saharan African,Tanzania
STAR99,CYP2D6*5,PHARGENE26,DRUG31,*5/*17,"CYP2D6 *5/*17 is associated with decreased metabolism of codeine, debrisoquine, dextromethorphan or metoprolol in healthy individuals as compared to CYP2D6 *17/*17 + *1/*1.",REF49,ambiguous,PharmGKB,1184756913,Sub-Saharan African,Tanzania
STAR108,CYP2D6*1,PHARGENE26,DRUG31,*29/*29,CYP2D6 *29/*29 is associated with decreased metabolism of codeine or debrisoquine in healthy individuals as compared to CYP2D6 *1/*1 + *1/*2.,REF49,> 0.05,PharmGKB,1184756952,Sub-Saharan African,Tanzania
STAR109,CYP2D6*2,PHARGENE26,DRUG31,*29/*29,CYP2D6 *29/*29 is associated with decreased metabolism of codeine or debrisoquine in healthy individuals as compared to CYP2D6 *1/*1 + *1/*2.,REF49,> 0.05,PharmGKB,1184756952,Sub-Saharan African,Tanzania
STAR110,CYP2D6*29,PHARGENE26,DRUG31,*29/*29,CYP2D6 *29/*29 is associated with decreased metabolism of codeine or debrisoquine in healthy individuals as compared to CYP2D6 *1/*1 + *1/*2.,REF49,> 0.05,PharmGKB,1184756952,Sub-Saharan African,Tanzania
STAR105,CYP2D6*1,PHARGENE26,DRUG36,*29/*29,CYP2D6 *29/*29 is associated with decreased metabolism of dextromethorphan or metoprolol in healthy individuals as compared to CYP2D6 *1/*1 + *1/*2.,REF49,< 0.05,PharmGKB,1184756941,Sub-Saharan African,Tanzania
STAR106,CYP2D6*2,PHARGENE26,DRUG36,*29/*29,CYP2D6 *29/*29 is associated with decreased metabolism of dextromethorphan or metoprolol in healthy individuals as compared to CYP2D6 *1/*1 + *1/*2.,REF49,< 0.05,PharmGKB,1184756941,Sub-Saharan African,Tanzania
STAR107,CYP2D6*29,PHARGENE26,DRUG36,*29/*29,CYP2D6 *29/*29 is associated with decreased metabolism of dextromethorphan or metoprolol in healthy individuals as compared to CYP2D6 *1/*1 + *1/*2.,REF49,< 0.05,PharmGKB,1184756941,Sub-Saharan African,Tanzania
STAR178,CYP2D6*17,PHARGENE26,DRUG31,*17,"CYP2D6 *17 is associated with decreased metabolism of codeine in people with Anemia, Sickle Cell.",REF18,< 0.05,PharmGKB,1447963867,African American/Afro-Caribbean,USA
STAR75,CYP2D6*1,PHARGENE26,DRUG36,*17,CYP2D6 *17 is associated with decreased metabolism of dextromethorphan in healthy individuals as compared to CYP2D6 *1.,REF65,< 0.001,PharmGKB,1184757110,African American/Afro-Caribbean,USA
STAR76,CYP2D6*17,PHARGENE26,DRUG36,*17,CYP2D6 *17 is associated with decreased metabolism of dextromethorphan in healthy individuals as compared to CYP2D6 *1.,REF65,< 0.001,PharmGKB,1184757110,African American/Afro-Caribbean,USA
STAR77,CYP2D6*1,PHARGENE26,DRUG36,*29,CYP2D6 *29 is associated with decreased metabolism of dextromethorphan in healthy individuals as compared to CYP2D6 *1.,REF65,0.21,PharmGKB,1184757117,African American/Afro-Caribbean,USA
STAR78,CYP2D6*29,PHARGENE26,DRUG36,*29,CYP2D6 *29 is associated with decreased metabolism of dextromethorphan in healthy individuals as compared to CYP2D6 *1.,REF65,0.21,PharmGKB,1184757117,African American/Afro-Caribbean,USA
STAR88,CYP2D6*4,PHARGENE26,DRUG36,*6/*40 + *4/*40,CYP2D6 *6/*40 + *4/*40 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of dextromethorphan in healthy individuals.,REF65,,PharmGKB,1184757079,African American/Afro-Caribbean,USA
STAR89,CYP2D6*40,PHARGENE26,DRUG36,*6/*40 + *4/*40,CYP2D6 *6/*40 + *4/*40 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of dextromethorphan in healthy individuals.,REF65,,PharmGKB,1184757079,African American/Afro-Caribbean,USA
STAR90,CYP2D6*6,PHARGENE26,DRUG36,*6/*40 + *4/*40,CYP2D6 *6/*40 + *4/*40 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of dextromethorphan in healthy individuals.,REF65,,PharmGKB,1184757079,African American/Afro-Caribbean,USA
STAR91,CYP2D6*3,PHARGENE26,DRUG36,*3/*4xN,CYP2D6 *3/*4xN (assigned as poor metabolizers phenotype) is associated with decreased metabolism of dextromethorphan in healthy individuals.,REF65,,PharmGKB,1184986056,African American/Afro-Caribbean,USA
STAR92,CYP2D6*4xN,PHARGENE26,DRUG36,*3/*4xN,CYP2D6 *3/*4xN (assigned as poor metabolizers phenotype) is associated with decreased metabolism of dextromethorphan in healthy individuals.,REF65,,PharmGKB,1184986056,African American/Afro-Caribbean,USA
STAR83,CYP2D6*40,PHARGENE26,DRUG36,*40/*42,CYP2D6 *40/*42 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of dextromethorphan in healthy individuals.,REF55,,PharmGKB,1184757143,African American/Afro-Caribbean,USA
STAR84,CYP2D6*42,PHARGENE26,DRUG36,*40/*42,CYP2D6 *40/*42 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of dextromethorphan in healthy individuals.,REF55,,PharmGKB,1184757143,African American/Afro-Caribbean,USA
STAR93,CYP2D6*100,PHARGENE26,DRUG36,*5/*100,CYP2D6 *5/*100 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of dextromethorphan in healthy individuals.,REF119,,PharmGKB,1184989053,African American/Afro-Caribbean,Trinidad
STAR94,CYP2D6*5,PHARGENE26,DRUG36,*5/*100,CYP2D6 *5/*100 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of dextromethorphan in healthy individuals.,REF119,,PharmGKB,1184989053,African American/Afro-Caribbean,Trinidad
STAR95,CYP2D6*101,PHARGENE26,DRUG36,*2/*101,CYP2D6 *2/*101 is associated with decreased metabolism of dextromethorphan in healthy individuals.,REF119,,PharmGKB,1184989087,African American/Afro-Caribbean,Trinidad
STAR96,CYP2D6*2,PHARGENE26,DRUG36,*2/*101,CYP2D6 *2/*101 is associated with decreased metabolism of dextromethorphan in healthy individuals.,REF119,,PharmGKB,1184989087,African American/Afro-Caribbean,Trinidad
STAR116,CYP2D6*4xN,PHARGENE26,DRUG36,*4xN/*56,CYP2D6 *4xN/*56 is associated with decreased metabolism of dextromethorphan.,REF23,,PharmGKB,1184986040,African American/Afro-Caribbean,USA
STAR117,CYP2D6*56,PHARGENE26,DRUG36,*4xN/*56,CYP2D6 *4xN/*56 is associated with decreased metabolism of dextromethorphan.,REF23,,PharmGKB,1184986040,African American/Afro-Caribbean,USA
STAR152,CYP2D6*36,PHARGENE26,DRUG36,*4/*36,CYP2D6 *4/*36 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of dextromethorphan.,REF76,,PharmGKB,1446897132,African American/Afro-Caribbean,USA
STAR153,CYP2D6*4,PHARGENE26,DRUG36,*4/*36,CYP2D6 *4/*36 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of dextromethorphan.,REF76,,PharmGKB,1446897132,African American/Afro-Caribbean,USA
STAR154,CYP2D6*36,PHARGENE26,DRUG36,*4xN/*36,CYP2D6 *4xN/*36 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of dextromethorphan.,REF76,,PharmGKB,1446897141,African American/Afro-Caribbean,USA
STAR155,CYP2D6*4xN,PHARGENE26,DRUG36,*4xN/*36,CYP2D6 *4xN/*36 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of dextromethorphan.,REF76,,PharmGKB,1446897141,African American/Afro-Caribbean,USA
STAR156,CYP2D6*2,PHARGENE26,DRUG36,*2/*36,CYP2D6 *2/*36 (assigned as extensive metabolizer phenotype) is not associated with decreased metabolism of dextromethorphan.,REF76,,PharmGKB,1446897151,African American/Afro-Caribbean,USA
STAR157,CYP2D6*36,PHARGENE26,DRUG36,*2/*36,CYP2D6 *2/*36 (assigned as extensive metabolizer phenotype) is not associated with decreased metabolism of dextromethorphan.,REF76,,PharmGKB,1446897151,African American/Afro-Caribbean,USA
STAR202,CYP2D6*2,PHARGENE26,DRUG57,*2/*41,CYP2D6 *2/*41 is associated with increased concentrations of hydrocodone.,REF59,,PharmGKB,1449189944,Sub-Saharan African,Canada
STAR203,CYP2D6*41,PHARGENE26,DRUG57,*2/*41,CYP2D6 *2/*41 is associated with increased concentrations of hydrocodone.,REF59,,PharmGKB,1449189944,Sub-Saharan African,Canada
STAR129,CYP2C19*1,PHARGENE23,DRUG40,*1/*17,CYP2C19 *1/*17 is associated with decreased concentrations of voriconazole.,REF161,,PharmGKB,1444828163,Sub-Saharan African,Cameroon
STAR130,CYP2C19*17,PHARGENE23,DRUG40,*1/*17,CYP2C19 *1/*17 is associated with decreased concentrations of voriconazole.,REF161,,PharmGKB,1444828163,Sub-Saharan African,Cameroon
